编号,原始案号,预备,未遂,中止,较大,巨大,特别巨大,凶器,多次,流窜,扒窃,入户,系自首,立功,系坦白,如实供述,自愿认罪,认罪认罚,累犯,前科,未成年,老年人,残疾,精神病,谅解,和解,赔偿,黑恶势力,灾害,性别,学历,就业状况,法官性别,法官原始刑期,预测刑期1,预测刑期2,刑期差值1,刑期差值2,刑期差值3,slope_judge,slope_machine1,法官姓名编码
53120,209720,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,24,12.92,13.25,11.08,10.75,-0.33,-0.329570143657321,-0.525156300980164,8652.0
53121,199014,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,1,0,0,0,0,0,0,0,1,0,0,1,2,1,0,9,10.21,9.27,1.21,0.27,0.94,-0.205777973057273,-0.265381575431323,13905.0
53122,237929,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,10,8.29,7.38,1.71,2.62,0.91,-0.421442595054501,-0.388938405829691,9008.0
53123,65704,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,7,7.06,7.52,0.06,0.52,-0.46,-0.291646448170139,-0.279624562280703,9111.0
53124,45134,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,8,1,2,27,15.34,15.0,11.66,12.0,0.34,-0.205396369939342,-0.546249469590188,16146.0
53125,63164,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,3,5.66,5.2,2.66,2.2,0.46,-0.531802851371598,-0.450697933715011,12130.0
53126,171666,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,2,3,6.71,6.18,3.71,3.18,0.53,-0.647807571985353,-0.41138047868138,9420.0
53127,242512,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,24,9.33,9.48,14.67,14.52,-0.15,-0.127184832631658,-0.452131877318421,225.0
53128,242737,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,1,0,1,0,0,1,2,1,0,6,7.94,8.18,1.94,2.18,-0.24,-0.151709188299153,-0.398956242701363,1246.0
53129,189166,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,2,1,1,12,7.82,7.76,4.18,4.24,0.06,-0.355476069721183,-0.0600369780495498,357.0
53130,208273,0,0,0,1,1,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,2,0,1,5,4.38,3.88,0.62,1.12,0.5,-0.435816300249374,-0.514520799680164,7953.0
53131,49960,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,7,6.17,6.18,0.83,0.82,-0.01,0.0547097568289655,-0.0400959081678202,12346.0
53132,45789,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,10,6.68,6.44,3.32,3.56,0.24,0.0751310844412356,-0.254703052036215,
53133,165706,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,8,1,0,7,10.39,10.19,3.39,3.19,0.19,-0.143958098000665,-0.648853675895959,14510.0
53134,226334,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,1,1,1,5,4.93,5.15,0.07,0.15,-0.22,-0.150272109483567,-0.152995604057878,727.0
53135,130347,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,1,0,0,1,1,0,0,10,17.38,19.53,7.38,9.53,-2.15,0.361636734301929,0.109753567930511,5586.0
53136,112619,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,8,1,0,12,13.58,14.13,1.58,2.13,-0.55,-0.804355869242625,-0.754069577926545,16982.0
53137,3898,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,21,20.25,19.91,0.75,1.09,0.35,-0.579106529107901,-0.600939800933359,10767.0
53138,148000,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,0,0,0,0,1,1,1,0,1,0,0,1,1,0,0,6,4.62,4.94,1.38,1.06,-0.31,-0.229623423399384,-0.392437303901287,
53139,193354,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,42,37.14,38.04,4.86,3.96,-0.89,-0.170111305772317,-0.152443284976351,
53140,35311,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,8,1,1,5,4.93,4.82,0.07,0.18,0.12,-0.308826133166311,-0.309232294567921,11459.0
53141,24374,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,3,1,1,6,5.88,5.2,0.12,0.8,0.68,-0.45912761071077,-0.464517332900216,15810.0
53142,284155,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,6,1,0,8,5.81,6.32,2.19,1.68,-0.51,-0.238729103434202,-0.482283159230026,6755.0
53143,213668,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,3,6.28,5.87,3.28,2.87,0.41,-0.0936422112553113,-0.0851465586822926,5054.0
53144,237399,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,2,1,1,14,13.05,12.87,0.95,1.13,0.18,-0.154745172823483,-0.151591103411956,4460.0
53145,259279,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,2,1,1,8,5.04,5.03,2.96,2.97,0.02,-0.176641930181864,-0.521025918040098,16016.0
53146,52926,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,42,27.38,27.41,14.62,14.59,-0.03,-0.0805353036164483,-0.0781132740526892,4215.0
53147,214634,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,4,5.68,6.02,1.68,2.02,-0.34,-0.527487407899816,-0.440579541331188,2843.0
53148,111211,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,2,0,0,18,22.58,25.23,4.58,7.23,-2.65,-0.005495553378192,-0.0444459987559598,3474.0
53149,128904,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,2,1,0,6,5.4,5.59,0.6,0.41,-0.18,-0.257522631215112,-0.29480049687772,17151.0
53150,72054,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,0,0,0,1,0,1,1,1,1,0,6,5.91,5.54,0.09,0.46,0.37,0.428404464074797,0.417939818027963,8421.0
53151,305971,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,6,7.22,6.09,1.22,0.09,1.13,-0.332067707824749,-0.195432045324389,
53152,2011,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,6,5.25,5.62,0.75,0.38,-0.37,-0.621242699694281,-0.667975736600962,
53153,53144,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,2,1,0,3,5.7,4.52,2.7,1.52,1.18,-0.185328391750687,-0.0957516006959739,11459.0
53154,262435,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,1,0,1,0,0,0,0,0,0,1,0,0,1,5,1,0,7,8.01,8.07,1.01,1.07,-0.06,-0.148570716895348,-0.106293368155633,16339.0
53155,139204,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,11,7.58,8.09,3.42,2.91,-0.51,-0.134160649582619,-0.256387944230319,2520.0
53156,84261,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,1,0,0,1,2,1,0,7,8.69,8.91,1.69,1.91,-0.22,-0.307427997618668,-0.539819519751922,405.0
53157,280783,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,1,3,1,0,10,9.39,9.61,0.61,0.39,-0.23,-0.630922906319994,-0.559382730195062,484.0
53158,84992,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,1,2,16,14.42,13.38,1.58,2.62,1.03,-0.503606771229046,-0.513904673828043,16860.0
53160,252768,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,2,1,0,3,5.25,4.86,2.25,1.86,0.39,-0.551368824397019,-0.36534037555951,4461.0
53161,236772,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,1,1,3,5.03,5.17,2.03,2.17,-0.14,-0.495142347407514,-0.38843384060363,5719.0
53162,265861,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,2,9,5.6,5.79,3.4,3.21,-0.2,-0.194309406794914,-0.326394580138848,12328.0
53163,32261,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,30,39.72,38.96,9.72,8.96,0.77,-0.0198131046165818,0.129750718505809,2758.0
53164,155359,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,8,6.78,7.22,1.22,0.78,-0.43,0.0720948212730588,-0.0892316306189609,10773.0
53165,178411,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,1,7,6.85,6.94,0.15,0.06,-0.08,0.490500454153214,0.49190246947252,15985.0
53166,64083,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,8,1,2,96,59.22,61.08,36.78,34.92,-1.86,-0.22535932610059,-0.402043530783255,16201.0
53167,37668,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,2,1,0,12,9.77,9.23,2.23,2.77,0.54,-0.437731842349041,-0.324231294410919,7151.0
53168,298944,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,6,5.06,5.21,0.94,0.79,-0.14,-0.567309050046526,-0.656081107636299,14099.0
53169,304360,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,2,6,4.67,4.8,1.33,1.2,-0.14,-0.295195097875269,-0.441854154572476,4843.0
53170,61550,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,5,1,1,6,5.95,6.3,0.05,0.3,-0.36,-0.171697375645903,-0.174509426261091,15815.0
53171,106753,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,4,0,1,14,9.7,9.71,4.3,4.29,-0.01,-0.667878085559792,-0.60870902472852,2718.0
53172,215384,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,6,1,1,7,15.78,14.99,8.78,7.99,0.79,0.431069951161596,-0.520375539332275,16078.0
53173,153439,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,1,2,0,2,18,13.32,13.1,4.68,4.9,0.22,-0.219018145663825,-0.319981027014141,14592.0
53174,239581,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,2,1,0,65,47.32,47.21,17.68,17.79,0.12,-0.283948794214846,-0.363853240963099,9987.0
53175,197741,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,8,1,1,7,9.2,9.17,2.2,2.17,0.02,-0.0945057864859915,-0.5179112124728,10426.0
53176,223197,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,2,1,1,6,5.87,6.19,0.13,0.19,-0.32,-0.499663623241262,-0.502517873000832,7514.0
53177,2070,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,2,0,0,6,7.2,6.48,1.2,0.48,0.73,-0.0738659053210994,0.0145477535419235,6404.0
53178,228985,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,3,1,0,6,22.08,22.74,16.08,16.74,-0.67,-0.404587404942441,0.0085146233267258,12023.0
53179,117633,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8,1,0,4,4.87,4.47,0.87,0.47,0.4,-0.205803373694303,-0.131451490234754,3634.0
53180,175527,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,1,0,1,0,0,0,0,1,0,1,0,0,2,8,1,0,36,31.01,32.2,4.99,3.8,-1.2,-0.168711180923583,0.0106654587932722,1843.0
53181,48908,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,15,36.88,39.27,21.88,24.27,-2.39,0.100154586031539,-0.36299166387677,897.0
53182,157159,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,18,24.13,26.21,6.13,8.21,-2.08,-0.16899582571787,-0.206952931782601,13141.0
53183,246870,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,8,8.04,8.32,0.04,0.32,-0.28,-0.385816478475185,-0.386036845942612,3648.0
53184,306751,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,1,0,4,4.89,4.74,0.89,0.74,0.15,-0.490785372461941,-0.451421292454412,4457.0
53185,280491,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,15,14.06,14.46,0.94,0.54,-0.4,-0.139112553549279,-0.134070273595489,15633.0
53186,55185,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,8,8.17,8.19,0.17,0.19,-0.02,-0.239519864702209,-0.232482083660972,13716.0
53187,140454,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,0,1,0,0,0,0,0,0,1,0,0,1,1,0,1,8,8.19,8.39,0.19,0.39,-0.19,-0.210167273177589,-0.19890182796285,12086.0
53188,64053,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,1,1,4,5.99,6.25,1.99,2.25,-0.26,-0.0794808243615096,-0.0530569903724197,
53189,121581,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,6,6.89,6.92,0.89,0.92,-0.03,0.0673397051292804,-0.0055812787838148,16012.0
53190,79118,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,5,7.57,7.9,2.57,2.9,-0.33,0.0786137724782662,-0.0788023255114624,10796.0
53191,237455,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,1,1,36,9.53,8.85,26.47,27.15,0.68,-0.0260420621685525,-0.352035537198735,6817.0
53192,175859,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,1,2,1,1,3,5.9,5.15,2.9,2.15,0.75,-0.546582807894921,-0.46372972476386,10094.0
53193,203977,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,7,6.53,5.6,0.47,1.4,0.93,-0.374557084690178,-0.434980686236624,4463.0
53194,279710,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,8,1,1,8,6.16,6.64,1.84,1.36,-0.48,0.0223985942775748,-0.0198221426285723,9813.0
53195,256085,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,6,6.71,6.88,0.71,0.88,-0.17,0.0913127174516193,0.138011486863542,15359.0
53196,144997,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,2,1,1,9,7.35,6.81,1.65,2.19,0.54,-0.0352119488452294,-0.243202342227348,425.0
53197,226557,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2,1,0,11,8.03,8.4,2.97,2.6,-0.37,-0.254376127874834,-0.313998595552242,2119.0
53198,35188,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8,0,1,11,11.45,11.15,0.45,0.15,0.29,-0.23914311908723,-0.24586278641411,2268.0
53199,94050,0,0,0,1,1,1,0,0,0,0,1,0,0,1,1,1,0,1,1,0,1,0,0,0,0,0,0,0,1,1,1,2,24,18.26,18.88,5.74,5.12,-0.61,-0.35275699381109,-0.397836762945047,12757.0
53200,181594,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,2,1,0,46,37.14,37.74,8.86,8.26,-0.61,-0.449582679625143,-0.460259302777275,
53201,231628,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,1,6,9.33,9.47,3.33,3.47,-0.13,0.652926494140633,-0.38202951473503,631.0
53202,138391,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,1,1,0,0,0,0,0,0,1,0,0,1,1,0,0,10,9.93,10.11,0.07,0.11,-0.18,-0.282011620757768,-0.274318217808101,15456.0
53203,226676,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,2,1,0,3,5.91,6.14,2.91,3.14,-0.22,-0.575324061368535,-0.454945042944552,5695.0
53204,201925,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,5,0,1,5,7.84,7.66,2.84,2.66,0.18,0.0861033698564546,-0.083520283143828,16268.0
53205,79399,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,1,0,0,0,8,1,0,3,4.68,4.6,1.68,1.6,0.07,-0.601582581644312,-0.535740418405148,
53206,239135,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,1,3,1,0,8,9.11,9.25,1.11,1.25,-0.14,-0.52098489330492,-0.655275884810286,5909.0
53207,36810,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,7,10.76,10.72,3.76,3.72,0.05,-0.0315487385971725,-0.389872505964386,15425.0
53208,198359,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,8,1,0,4,5.35,4.53,1.35,0.53,0.82,-0.43015434672163,-0.361410680948107,755.0
53209,94100,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,36,43.05,47.17,7.05,11.17,-4.12,-0.21119973188017,-0.218398563015592,2218.0
53210,178197,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,11,8.4,8.66,2.6,2.34,-0.26,-0.32318753855156,-0.299819367933027,7099.0
53211,186109,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,6,0,0,8,5.87,6.34,2.13,1.66,-0.47,-0.314861703435141,-0.417075464767903,10745.0
53212,286387,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0,8,1,1,18,14.63,16.08,3.37,1.92,-1.44,-0.550933063854546,-0.617764763081817,4586.0
53213,206143,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,1,0,4,4.93,3.94,0.93,0.06,0.98,-0.364612391359542,-0.341681708951337,1177.0
53214,155055,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,1,0,1,11,10.83,9.83,0.17,1.17,1.0,-0.522825334809937,-0.511218824734791,13199.0
53215,219470,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,6,4.38,4.3,1.62,1.7,0.09,-0.625544007284163,-0.804389051716476,1059.0
53216,101684,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,2,1,0,9,10.19,10.06,1.19,1.06,0.13,-0.35277536722293,-0.479189824301424,837.0
53217,12183,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,3,5.66,5.62,2.66,2.62,0.04,-0.796172253218052,-0.580090074371944,
53218,246100,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,1,0,1,0,0,1,1,1,1,24,10.13,10.43,13.87,13.57,-0.3,-0.179826269213946,-0.505959603448408,16403.0
53219,65796,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,1,2,1,0,6,11.68,10.67,5.68,4.67,1.01,0.221153811100367,-0.727947241561945,7371.0
53220,91632,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,8,1,0,6,5.94,6.57,0.06,0.57,-0.63,-0.404587404942441,-0.407955866430471,13848.0
53221,227687,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,1,1,0,0,0,0,0,0,0,1,0,0,1,2,0,1,13,10.01,9.9,2.99,3.1,0.11,-0.549138670893339,-0.614909718135449,12162.0
53222,217656,0,0,0,1,1,1,0,1,0,0,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,12,6.46,6.53,5.54,5.47,-0.07,0.223754771132725,0.396622419190142,8606.0
53223,234418,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,1,1,1,0,9,5.54,5.28,3.46,3.72,0.26,0.076921275913073,-0.226094175703987,
53224,34243,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,2,0,0,7,6.89,8.35,0.11,1.35,-1.46,0.298228602688975,0.279796582322578,
53225,167805,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,4,1,0,10,10.48,10.37,0.48,0.37,0.12,-0.581805978952685,-0.562642098717917,8652.0
53226,261965,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,2,1,2,6,5.73,5.78,0.27,0.22,-0.04,-0.468794940234554,-0.48507053363158,7161.0
53227,234002,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,2,1,1,8,10.62,10.72,2.62,2.72,-0.1,-0.39997154979037,-0.516582824171593,12307.0
53228,301900,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,1,0,1,0,0,1,8,1,1,7,9.55,9.8,2.55,2.8,-0.26,-0.142759819252332,-0.441352339898737,16035.0
53229,43559,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,20,6.38,6.59,13.62,13.41,-0.21,-0.0853798968226986,-0.226845862461905,10315.0
53230,268288,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,1,4,0,0,8,11.43,11.42,3.43,3.42,0.01,-0.238051899376547,-0.347957477994833,8985.0
53231,216816,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,1,1,1,0,0,0,2,1,2,36,17.49,19.8,18.51,16.2,-2.31,-0.064589773765511,0.0809248704882898,7235.0
53232,199637,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,9,7.65,7.91,1.35,1.09,-0.26,-0.184500005350768,-0.113322016008321,11228.0
53233,163944,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,10,9.12,9.36,0.88,0.64,-0.24,-0.280149290491248,-0.174476202916411,13800.0
53234,129571,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,1,0,0,1,2,1,1,11,9.83,9.79,1.17,1.21,0.04,-0.537264524184016,-0.534035547500096,662.0
53235,123133,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,2,1,1,3,5.78,6.25,2.78,3.25,-0.47,-0.27555107148386,-0.210379847132236,2544.0
53236,282021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,4,0,0,4,4.43,4.43,0.43,0.43,0.0,-0.908016813197703,-0.820724323020208,
53237,270262,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,1,0,1,0,0,1,1,1,1,6,10.17,11.01,4.17,5.01,-0.85,-0.505802864516564,0.0284784452093933,661.0
53238,138961,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,2,12,19.37,18.48,7.37,6.48,0.9,-0.88838759173509,-0.663203782087061,3679.0
53239,70538,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,1,2,1,0,6,7.96,8.03,1.96,2.03,-0.08,-0.304271380679561,-0.123335689575302,14248.0
